date,actual,predicted,lower_90,upper_90,residual,fold,category
2018-08-11,3.091042453358316,2.8304826119875632,2.213251348646341,3.3863789590182245,0.26055984137075283,3,health_beauty
2018-08-12,3.465735902799727,2.943224816406523,2.3585961358236487,3.5576554070946522,0.5225110863932039,3,health_beauty
2018-08-13,3.58351893845611,3.188000566098692,2.618658797880962,3.781949597118004,0.3955183723574178,3,health_beauty
2018-08-14,3.6109179126442243,3.1462180271813867,2.527807810386821,3.7599079924661,0.4646998854628377,3,health_beauty
2018-08-15,3.367295829986474,3.172417137080662,2.5730008808638205,3.804624340169931,0.19487869290581195,3,health_beauty
2018-08-16,3.737669618283368,3.154163014954014,2.5569010180420464,3.7631480969933153,0.5835066033293539,3,health_beauty
2018-08-17,3.737669618283368,3.0654926445547583,2.4598345979617604,3.6889543272624894,0.6721769737286096,3,health_beauty
2018-08-18,3.044522437723423,2.8503962619603116,2.2356771112333695,3.4487872479833888,0.19412617576311142,3,health_beauty
2018-08-19,3.5553480614894135,2.9744426086856612,2.3939514674401514,3.5713675193732355,0.5809054528037523,3,health_beauty
2018-08-20,3.5553480614894135,3.2301148242033233,2.5969363640547605,3.852787143106041,0.3252332372860902,3,health_beauty
2018-08-21,3.4965075614664802,3.1986217733160767,2.649402867725212,3.824118425238403,0.29788578815040356,3,health_beauty
2018-08-22,2.9957322735539904,3.234315144163877,2.629537739297374,3.827025876243976,-0.23858287060988648,3,health_beauty
2018-08-23,3.091042453358316,3.224585942213374,2.62812512808333,3.8832195680191246,-0.13354348885505773,3,health_beauty
2018-08-24,2.5649493574615367,3.1433139343088214,2.5170805108111742,3.7344786168197275,-0.5783645768472847,3,health_beauty
2018-08-25,2.6390573296152584,2.934351447008945,2.3405697485315096,3.5077358521226767,-0.2952941173936865,3,health_beauty
2018-08-26,2.772588722239781,3.0631506596431834,2.4607839006870895,3.6726121000995287,-0.2905619374034023,3,health_beauty
2018-08-27,1.9459101490553132,3.32210115355565,2.754072141862407,3.913746505266168,-1.3761910045003367,3,health_beauty
2018-08-28,2.0794415416798357,3.2923425071960106,2.699465061085039,3.9088601205688813,-1.2129009655161749,3,health_beauty
2018-08-29,2.0794415416798357,3.3281822729686916,2.7246362913314086,3.9242160269614508,-1.2487407312888559,3,health_beauty
2018-06-01,2.5649493574615367,2.26397369580957,1.6635315671286903,2.8753166055347226,0.30097566165196676,1,sports_leisure
2018-06-02,2.1972245773362196,2.0377253576259546,1.4127604776480684,2.6287817576073573,0.15949921971026493,1,sports_leisure
2018-06-03,2.833213344056216,2.1743606106508757,1.6287468494118247,2.800646655836906,0.6588527334053405,1,sports_leisure
2018-06-04,2.70805020110221,2.3951762058341246,1.8204696125031128,3.0019978153256233,0.31287399526808546,1,sports_leisure
2018-06-05,2.4849066497880004,2.414615550819699,1.8606243251567982,3.0187996011400884,0.07029109896830121,1,sports_leisure
2018-06-06,2.9444389791664403,2.392819650726183,1.812310232953053,2.9590933973228046,0.5516193284402573,1,sports_leisure
2018-06-07,2.772588722239781,2.2897248779836588,1.6769211638970292,2.8482939362083126,0.4828638442561224,1,sports_leisure
2018-06-08,1.9459101490553132,2.1765489292396603,1.6288545096923157,2.8005802802374276,-0.23063878018434703,1,sports_leisure
2018-06-09,1.9459101490553132,1.9599364278163136,1.3596964200726052,2.5707135263652545,-0.014026278761000377,1,sports_leisure
2018-06-10,2.0794415416798357,2.1053304118841067,1.5100379698022321,2.7249700766834932,-0.025888870204270997,1,sports_leisure
2018-06-11,2.9444389791664403,2.3339864809736075,1.7528128250356554,2.9207573853337236,0.6104524981928328,1,sports_leisure
2018-06-12,2.9957322735539904,2.360335372420706,1.7692652784187812,2.941043118957527,0.6353969011332845,1,sports_leisure
2018-06-13,3.1780538303479458,2.344531886118188,1.7628153763811805,2.9488073747635,0.8335219442297577,1,sports_leisure
2018-06-14,2.772588722239781,2.2465499654635246,1.7069703171963648,2.820364158006096,0.5260387567762566,1,sports_leisure
2018-06-15,2.4849066497880004,2.137665404345696,1.544038929515615,2.732056507471313,0.34724124544230417,1,sports_leisure
2018-06-16,2.5649493574615367,1.9245977638902623,1.3544650755282739,2.4731707077900067,0.6403515935712745,1,sports_leisure
2018-06-17,2.4849066497880004,2.072877873542193,1.4963443039219617,2.6009597789085013,0.41202877624580747,1,sports_leisure
2018-06-18,2.8903717578961645,2.3038578283055577,1.7201530948908317,2.8649756180970827,0.5865139295906068,1,sports_leisure
2018-06-19,2.772588722239781,2.332069393226382,1.7666401943643464,2.9243248440675416,0.4405193290133993,1,sports_leisure
2018-06-20,2.70805020110221,2.3177688689225566,1.733320276444799,2.903122424421792,0.39028133217965344,1,sports_leisure
2018-06-21,2.772588722239781,2.221028353229709,1.6227370018837906,2.8155481887094735,0.5515603690100721,1,sports_leisure
2018-06-22,3.258096538021482,2.1132149839215555,1.5221686206643565,2.7215081117384528,1.1448815540999266,1,sports_leisure
2018-06-23,2.302585092994046,1.901129845918626,1.3285956186396137,2.4940574811315246,0.4014552470754198,1,sports_leisure
2018-06-24,2.5649493574615367,2.0503729990145314,1.4551723529738732,2.629095989008199,0.5145763584470053,1,sports_leisure
2018-06-25,3.295836866004329,2.2823515989986234,1.720097317676408,2.858096920558474,1.0134852670057057,1,sports_leisure
2018-06-26,2.70805020110221,2.3116370624060547,1.7201329796036475,2.915726311958814,0.39641313869615535,1,sports_leisure
2018-06-27,2.3978952727983707,2.2985093452834717,1.697499139414854,2.87176163320291,0.09938592751489894,1,sports_leisure
2018-06-28,2.8903717578961645,2.2030482649265926,1.6293608735392693,2.814500803675058,0.687323492969572,1,sports_leisure
2018-06-29,2.4849066497880004,2.096613421615343,1.4851067274709802,2.699483398148797,0.3882932281726572,1,sports_leisure
2018-06-30,2.5649493574615367,1.885984355341011,1.3057483751957986,2.4525411839502445,0.6789650021205258,1,sports_leisure
2018-07-01,2.302585092994046,2.393954219311974,1.8096717797757709,3.0588752399313845,-0.09136912631792793,2,sports_leisure
2018-07-02,2.6390573296152584,2.6301295034389307,2.0659639699723256,3.20655828689921,0.008927826176327702,2,sports_leisure
2018-07-03,3.1354942159291497,2.6408536501434248,2.024486379640269,3.252620822358082,0.4946405657857249,2,sports_leisure
2018-07-04,2.9444389791664403,2.6244819483596826,2.006117029423473,3.244753731337773,0.31995703080675764,2,sports_leisure
2018-07-05,2.70805020110221,2.5272863028334296,1.9313088317447453,3.1175181903593767,0.18076389826878048,2,sports_leisure
2018-07-06,2.9444389791664403,2.4102584628057993,1.8318182372009193,2.9734434907790654,0.534180516360641,2,sports_leisure
2018-07-07,2.3978952727983707,2.19217229989316,1.619978005077655,2.758326113256115,0.2057229729052108,2,sports_leisure
2018-07-08,2.9444389791664403,2.336478972554558,1.7325894578207517,2.903331743347162,0.6079600066118824,2,sports_leisure
2018-07-09,2.772588722239781,2.5757409554385213,1.9998219285506864,3.170041953492939,0.19684776680125982,2,sports_leisure
2018-07-10,2.302585092994046,2.59003911256054,2.0320560138275585,3.1855235018898367,-0.2874540195664941,2,sports_leisure
2018-07-11,1.791759469228055,2.577599839759447,1.9732275708797902,3.1654708434705876,-0.7858403705313921,2,sports_leisure
2018-07-12,2.0794415416798357,2.484566551754074,1.8851256477396725,3.077353878858339,-0.4051250100742383,2,sports_leisure
2018-07-13,2.302585092994046,2.371806212731402,1.7511087345027954,2.9491861233380843,-0.06922111973735623,2,sports_leisure
2018-07-14,2.302585092994046,2.1579745360372953,1.4878289954977932,2.7408544400249766,0.14461055695675062,2,sports_leisure
2018-07-15,1.791759469228055,2.3064136264546633,1.6968724499430388,2.918589210473513,-0.5146541572266083,2,sports_leisure
2018-07-16,2.3978952727983707,2.5495879978572686,1.9686860883797201,3.1615744199115867,-0.15169272505889797,2,sports_leisure
2018-07-17,2.772588722239781,2.567493118792249,1.9484764243941077,3.1919964716372626,0.20509560344753197,2,sports_leisure
2018-07-18,2.9957322735539904,2.5582835042240797,1.9230909952862103,3.1955081784225716,0.4374487693299107,2,sports_leisure
2018-07-19,2.833213344056216,2.468044640093162,1.9246268548539316,3.0400327790391732,0.36516870396305423,2,sports_leisure
2018-07-20,2.833213344056216,2.3575994683134636,1.8109844010660114,2.9756022973057346,0.4756138757427526,2,sports_leisure
2018-07-21,2.70805020110221,2.145573102060587,1.5772326623712345,2.7553136231383086,0.5624770990416232,2,sports_leisure
2018-07-22,2.70805020110221,2.2952896024366694,1.6898804404622645,2.8655002790418314,0.4127605986655407,2,sports_leisure
2018-07-23,3.295836866004329,2.5392068176021265,1.947348190970002,3.1210914225156765,0.7566300484022026,2,sports_leisure
2018-07-24,2.9957322735539904,2.5573235129277583,1.9777049680561665,3.1287347006399044,0.43840876062623213,2,sports_leisure
2018-07-25,3.044522437723423,2.547805891020354,1.949914881350123,3.1282067560685056,0.4967165467030692,2,sports_leisure
2018-07-26,3.295836866004329,2.4567578702449446,1.8449637615345214,3.0045254179673084,0.8390789957593845,2,sports_leisure
2018-07-27,2.9444389791664403,2.3450259295224627,1.7488768356903157,2.9329598413786506,0.5994130496439776,2,sports_leisure
2018-07-28,2.5649493574615367,2.1312622645510637,1.5454964060134835,2.7010465638221777,0.433687092910473,2,sports_leisure
2018-07-29,2.302585092994046,2.278820154178768,1.6706918204281305,2.871743824483412,0.02376493881527786,2,sports_leisure
2018-07-30,3.091042453358316,2.5201875955436375,1.9249143084966478,3.0662250171973757,0.5708548578146786,2,sports_leisure
2018-07-31,3.2188758248682006,2.8346230401356998,2.2599629285468374,3.4725062361937513,0.3842527847325008,3,sports_leisure
2018-08-01,3.1354942159291497,2.8165393931847325,2.2012899674802973,3.4024959475487977,0.3189548227444172,3,sports_leisure
2018-08-02,3.091042453358316,2.7254285854682676,2.1650584977664997,3.318277405266476,0.36561386789004846,3,sports_leisure
2018-08-03,3.295836866004329,2.612702420253247,2.0257541093037967,3.227400217708382,0.6831344457510822,3,sports_leisure
2018-08-04,2.9444389791664403,2.3884817788373462,1.7979980793553627,2.9827444762704056,0.555957200329094,3,sports_leisure
2018-08-05,2.70805020110221,2.5162995341484558,1.9659080876161494,3.099818806668349,0.1917506669537543,3,sports_leisure
2018-08-06,2.9444389791664403,2.7579775974292517,2.165882900085151,3.3155511441850143,0.18646138173718851,3,sports_leisure
2018-08-07,2.9444389791664403,2.7597992832013123,2.1336145081371223,3.347712112713627,0.18463969596512797,3,sports_leisure
2018-08-08,2.833213344056216,2.731327802537495,2.1511710330277576,3.3188019930119066,0.1018855415187212,3,sports_leisure
2018-08-09,3.295836866004329,2.630637453073139,2.0429284430463053,3.210009583692336,0.66519941293119,3,sports_leisure
2018-08-10,3.091042453358316,2.50925410210942,1.9192547261855415,3.105183089838022,0.5817883512488962,3,sports_leisure
2018-08-11,2.6390573296152584,2.277395943046491,1.6730712850288458,2.8503128779954454,0.36166138656876745,3,sports_leisure
2018-08-12,2.70805020110221,2.39867599979524,1.8155808300722225,2.995184536354433,0.30937420130697024,3,sports_leisure
2018-08-13,3.258096538021482,2.634979091668285,2.060060450909132,3.26497637167756,0.6231174463531972,3,sports_leisure
2018-08-14,3.2188758248682006,2.6326344019589145,2.0215538375806132,3.204572714448038,0.586241422909286,3,sports_leisure
2018-08-15,3.091042453358316,2.6012344141827772,2.0270991684288346,3.1718477801460563,0.48980803917553883,3,sports_leisure
2018-08-16,3.58351893845611,2.4988667364003176,1.9399539322600248,3.1245363182905033,1.0846522020557923,3,sports_leisure
2018-08-17,2.9444389791664403,2.3770553622190134,1.8246899542336723,2.9614274957086546,0.5673836169474269,3,sports_leisure
2018-08-18,2.772588722239781,2.1460023031470414,1.5996719271039106,2.743469201058404,0.6265864190927397,3,sports_leisure
2018-08-19,2.4849066497880004,2.2692910254001073,1.6908174917012835,2.862873577756535,0.21561562438789306,3,sports_leisure
2018-08-20,2.70805020110221,2.508764367622845,1.9360187490725473,3.120212603443064,0.19928583347936524,3,sports_leisure
2018-08-21,3.3322045101752042,2.510698053452455,1.8998455780034105,3.090380419161363,0.8215064567227492,3,sports_leisure
2018-08-22,2.3978952727983707,2.484620541166224,1.8939152217965727,3.0913123288339914,-0.08672526836785321,3,sports_leisure
2018-08-23,2.70805020110221,2.388545717164274,1.7476503070949454,2.9619773822587407,0.3195044839379362,3,sports_leisure
2018-08-24,1.9459101490553132,2.273914976337974,1.6819680136875628,2.837576992820778,-0.3280048272826608,3,sports_leisure
2018-08-25,1.0986122886681098,2.0508396262627366,1.4499929474377806,2.6507658540074535,-0.9522273375946269,3,sports_leisure
2018-08-26,1.9459101490553132,2.18280505773792,1.5820308756858672,2.756610998607298,-0.23689490868260665,3,sports_leisure
2018-08-27,2.5649493574615367,2.431549373708087,1.8572895287258449,3.068096173277106,0.13339998375344964,3,sports_leisure
2018-08-28,1.3862943611198906,2.443237610943967,1.805368322012131,3.042627716579386,-1.0569432498240763,3,sports_leisure
2018-08-29,0.6931471805599453,2.4272823205314764,1.8268772980663028,3.019695701981159,-1.734135139971531,3,sports_leisure
2018-05-29,2.9957322735539904,2.7360768697232793,2.016285065215375,3.371057071089768,0.25965540383071106,1,furniture_decor
2018-05-30,1.791759469228055,2.5675844348249517,1.8964555298383252,3.2646279982374136,-0.7758249655968967,1,furniture_decor
